,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.00,0.00,0.00,8.31,-10.00,-3.25,-8.77,3.93,1.84,-0.55,0.32,0.77,0.01,129560
1,-0.00,0.00,0.00,8.31,-10.00,-3.25,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129598
2,0.00,0.00,-0.00,8.31,-10.00,-3.25,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129639
3,-0.00,-0.00,-0.00,8.31,-10.00,-3.25,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129679
4,-0.00,-0.00,-0.00,8.31,-10.00,-3.25,-8.77,3.93,1.84,-0.55,0.32,0.77,0.01,129719
5,-0.00,-0.00,-0.00,8.31,-10.00,-3.25,-8.73,3.89,1.84,-0.55,0.32,0.77,0.01,129760
6,-0.00,-0.00,-0.00,8.31,-10.00,-3.25,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129799
7,-0.00,-0.00,-0.00,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129840
8,0.00,0.00,0.00,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129881
9,0.00,0.00,0.00,7.81,-9.25,-1.06,-8.77,3.89,1.80,-0.55,0.32,0.77,0.01,129920
10,0.00,0.00,0.00,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129958
11,0.00,0.00,0.00,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,129996
12,0.00,0.00,-0.00,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,130034
13,0.00,0.00,-0.00,7.81,-9.25,-1.06,-8.77,3.93,1.84,-0.55,0.32,0.77,0.01,130072
14,-0.00,0.00,0.00,7.81,-9.25,-1.06,-8.77,3.93,1.84,-0.55,0.32,0.77,0.01,130111
15,-0.00,0.00,0.00,7.81,-9.25,-1.06,-8.77,3.93,1.84,-0.55,0.32,0.77,0.01,130149
16,-0.00,0.00,-0.00,7.81,-9.25,-1.06,-8.77,3.93,1.84,-0.55,0.32,0.77,0.01,130188
17,-0.00,0.00,-0.00,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,130229
18,0.01,0.00,-0.01,7.81,-9.25,-1.06,-8.77,3.93,1.80,-0.55,0.32,0.77,0.01,130268
19,0.01,0.00,-0.01,7.81,-9.25,-1.06,-8.73,3.93,1.80,-0.55,0.32,0.77,0.01,130308
20,0.01,0.00,-0.01,7.81,-9.25,-1.06,-8.73,3.93,1.84,-0.55,0.32,0.77,0.01,130344
21,-0.05,0.03,-0.03,7.81,-9.25,-1.06,-8.73,3.93,1.84,-0.55,0.32,0.77,0.01,130383
22,-0.03,0.07,-0.03,7.81,-9.25,-1.06,-8.73,3.93,1.84,-0.55,0.32,0.77,0.01,130422
23,-0.03,0.07,-0.03,7.81,-9.25,-1.06,-8.81,3.93,1.72,-0.55,0.32,0.77,0.01,130461
24,-0.03,0.07,-0.03,7.81,-9.25,-1.06,-8.77,3.86,1.84,-0.55,0.32,0.77,0.01,130499
25,-0.04,-0.01,-0.02,7.81,-9.25,-1.06,-8.77,3.86,1.84,-0.55,0.32,0.77,0.01,130539
26,-0.04,-0.01,-0.02,7.81,-9.25,-1.06,-8.85,3.86,1.76,-0.55,0.32,0.77,0.01,130580
27,-0.01,-0.03,0.01,7.81,-9.25,-1.06,-8.85,3.86,1.76,-0.55,0.32,0.77,0.01,130620
28,-0.01,-0.03,0.01,7.81,-9.25,-1.06,-8.85,3.89,1.80,-0.55,0.32,0.77,0.01,130660
29,-0.01,-0.03,0.01,7.81,-9.25,-1.06,-8.85,3.86,1.76,-0.55,0.32,0.77,0.01,130699
30,0.01,-0.05,-0.00,7.81,-9.25,-1.06,-8.85,3.86,1.76,-0.55,0.32,0.77,0.01,130739
31,0.03,-0.13,0.11,7.81,-9.25,-1.06,-8.85,3.86,1.76,-0.55,0.32,0.77,0.01,130778
32,0.03,-0.13,0.11,7.81,-9.25,-1.06,-8.89,3.89,1.84,-0.55,0.32,0.77,0.01,130818
33,0.03,-0.13,0.11,7.81,-9.25,-1.06,-9.35,4.01,1.76,-0.55,0.32,0.77,0.01,130857
34,0.03,-0.13,0.11,7.81,-9.25,-1.06,-9.84,4.66,2.14,-0.55,0.32,0.77,0.01,130895
35,0.93,-0.21,2.21,7.81,-9.25,-1.06,-9.84,4.66,2.14,-0.55,0.32,0.77,0.01,130933
36,0.93,-0.21,2.21,7.81,-9.25,-1.06,-10.96,5.39,2.22,-0.55,0.32,0.77,0.01,130972
37,0.93,-0.21,2.21,7.81,-9.25,-1.06,-11.19,1.10,-0.08,-0.55,0.32,0.77,0.01,131012
38,0.93,-0.21,2.21,7.81,-9.25,-1.06,-6.86,1.79,0.15,-0.55,0.32,0.77,0.01,131051
39,0.93,-0.21,2.21,4.19,-15.50,-3.44,-6.86,1.79,0.15,-0.55,0.32,0.77,0.01,131089
40,1.18,-0.24,-1.39,4.19,-15.50,-3.44,-6.86,1.79,0.15,-0.55,0.32,0.77,0.01,131128
41,1.18,-0.24,-1.39,4.19,-15.50,-3.44,-8.08,3.74,1.57,-0.55,0.32,0.77,0.01,131168
42,1.18,-0.24,-1.39,4.19,-15.50,-3.44,-7.55,5.70,2.11,-0.55,0.32,0.77,0.01,131209
43,1.18,-0.24,-1.39,4.19,-15.50,-3.44,-7.24,6.04,2.11,-0.55,0.32,0.77,0.01,131247
44,0.22,0.45,-1.68,4.19,-15.50,-3.44,-7.24,6.04,2.11,-0.55,0.32,0.77,0.01,131288
45,0.22,0.45,-1.68,4.19,-15.50,-3.44,-7.78,7.88,1.49,-0.55,0.32,0.77,0.01,131329
46,-0.17,-0.03,-1.08,4.19,-15.50,-3.44,-7.78,7.88,1.49,-0.55,0.32,0.77,0.01,131368
47,-0.17,-0.03,-1.08,4.19,-15.50,-3.44,-6.44,8.95,0.95,-0.55,0.32,0.77,0.01,131409
48,-0.17,-0.03,-1.08,4.19,-15.50,-3.44,-7.63,7.57,2.30,-0.55,0.32,0.77,0.01,131448
49,0.04,0.30,1.31,4.19,-15.50,-3.44,-7.63,7.57,2.30,-0.55,0.32,0.77,0.01,131489
50,-0.87,-0.39,0.48,4.19,-15.50,-3.44,-7.63,7.57,2.30,-0.55,0.32,0.77,0.01,131528
51,-0.87,-0.39,0.48,4.19,-15.50,-3.44,-8.39,3.93,-0.66,-0.55,0.32,0.77,0.01,131569
52,-0.87,-0.39,0.48,4.19,-15.50,-3.44,-9.27,3.93,2.56,-0.55,0.32,0.77,0.01,131611
53,-0.87,-0.39,0.48,4.19,-15.50,-3.44,-8.62,3.70,1.64,-0.55,0.32,0.77,0.01,131649
54,0.00,0.02,-0.18,4.19,-15.50,-3.44,-8.62,3.70,1.64,-0.55,0.32,0.77,0.01,131690
55,0.00,0.02,-0.18,4.19,-15.50,-3.44,-8.85,3.55,1.72,-0.55,0.32,0.77,0.01,131729
56,0.00,0.02,-0.18,4.19,-15.50,-3.44,-8.89,3.47,1.80,-0.55,0.32,0.77,0.01,131770
57,0.00,0.02,-0.18,4.19,-15.50,-3.44,-8.93,3.47,1.57,-0.55,0.32,0.77,0.01,131810
58,0.00,0.02,-0.18,4.19,-15.50,-3.44,-8.89,3.47,1.64,-0.55,0.32,0.77,0.01,131848
