,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.01,0.01,-0.01,7.81,-6.75,2.25,-9.39,2.44,0.84,0.64,0.44,-0.27,0.57,401180
1,0.01,0.01,-0.01,7.81,-6.75,2.25,-9.39,2.44,0.84,0.64,0.44,-0.27,0.57,401217
2,-0.01,-0.00,-0.01,7.81,-6.75,2.25,-9.39,2.44,0.84,0.64,0.44,-0.27,0.57,401257
3,-0.01,-0.00,0.01,7.81,-6.75,2.25,-9.39,2.44,0.84,0.64,0.44,-0.27,0.57,401297
4,-0.01,-0.00,0.01,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401336
5,-0.01,-0.00,0.01,7.81,-6.75,2.25,-9.39,2.40,0.88,0.64,0.44,-0.27,0.57,401375
6,-0.01,-0.00,0.01,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401412
7,-0.01,0.00,-0.00,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401451
8,-0.00,-0.00,0.02,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401489
9,-0.00,-0.00,0.02,7.81,-6.75,2.25,-9.39,2.44,0.88,0.64,0.44,-0.27,0.57,401528
10,-0.00,-0.00,0.02,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401565
11,-0.01,-0.00,-0.00,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401606
12,0.00,0.00,0.00,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401646
13,0.00,0.00,0.00,7.81,-6.75,2.25,-9.39,2.44,0.88,0.64,0.44,-0.27,0.57,401684
14,0.00,0.00,0.00,7.81,-6.75,2.25,-9.35,2.44,0.84,0.64,0.44,-0.27,0.57,401722
15,0.00,0.00,0.00,7.81,-6.75,2.25,-9.39,2.44,0.88,0.64,0.44,-0.27,0.57,401759
16,-0.00,0.00,0.01,7.81,-6.75,2.25,-9.39,2.44,0.88,0.64,0.44,-0.27,0.57,401798
17,-0.01,-0.00,-0.01,7.81,-6.75,2.25,-9.39,2.44,0.88,0.64,0.44,-0.27,0.57,401837
18,-0.01,-0.00,-0.01,7.81,-6.75,2.25,-9.39,2.44,0.88,0.64,0.44,-0.27,0.57,401875
