,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.30,-0.11,0.29,18.31,-2.63,-16.19,-8.12,2.59,1.72,0.32,0.59,-0.17,0.72,281176
1,-0.30,-0.11,0.29,18.31,-2.63,-16.19,-7.78,1.79,0.53,0.32,0.59,-0.17,0.72,281217
2,-0.30,-0.11,0.29,18.31,-2.63,-16.19,-7.59,1.75,0.27,0.32,0.59,-0.17,0.72,281255
3,-0.33,0.43,-0.20,18.31,-2.63,-16.19,-7.59,1.75,0.27,0.32,0.59,-0.17,0.72,281296
4,0.33,0.48,-0.43,18.31,-2.63,-16.19,-7.59,1.75,0.27,0.32,0.59,-0.17,0.72,281336
5,0.33,0.48,-0.43,18.31,-2.63,-16.19,-9.65,3.47,1.26,0.32,0.59,-0.17,0.72,281376
6,0.33,0.48,-0.43,18.31,-2.63,-16.19,-8.31,3.86,1.76,0.32,0.59,-0.17,0.72,281417
7,0.33,0.48,-0.43,18.31,-2.63,-16.19,-9.08,3.13,0.50,0.32,0.59,-0.17,0.72,281456
8,0.33,0.48,-0.43,18.19,-3.19,-14.75,-9.08,3.13,0.50,0.32,0.59,-0.17,0.72,281495
9,0.33,0.48,-0.43,18.19,-3.19,-14.75,-9.35,2.90,3.98,0.32,0.59,-0.17,0.72,281535
10,0.01,0.21,-0.00,18.19,-3.19,-14.75,-9.35,2.90,3.98,0.32,0.59,-0.17,0.72,281575
11,0.01,0.21,-0.00,18.19,-3.19,-14.75,-9.58,2.21,0.07,0.32,0.59,-0.17,0.72,281615
12,0.01,0.21,-0.00,18.19,-3.19,-14.75,-9.23,2.44,0.92,0.32,0.59,-0.17,0.72,281654
13,0.02,0.03,-0.08,18.19,-3.19,-14.75,-9.23,2.44,0.92,0.32,0.59,-0.17,0.72,281695
14,-0.01,0.09,-0.12,18.19,-3.19,-14.75,-9.23,2.44,0.92,0.32,0.59,-0.17,0.72,281735
15,-0.01,0.09,-0.12,18.19,-3.19,-14.75,-9.50,2.21,0.57,0.32,0.59,-0.17,0.72,281775
16,-0.01,0.09,-0.12,18.19,-3.19,-14.75,-9.50,2.29,0.61,0.32,0.59,-0.17,0.72,281816
17,-0.01,0.09,-0.12,18.19,-3.19,-14.75,-9.54,2.32,0.57,0.32,0.59,-0.17,0.72,281854
18,0.01,-0.00,0.02,18.19,-3.19,-14.75,-9.54,2.32,0.57,0.32,0.59,-0.17,0.72,281895
19,0.01,0.01,0.00,18.19,-3.19,-14.75,-9.54,2.32,0.57,0.32,0.59,-0.17,0.72,281934
20,0.01,0.01,0.00,18.19,-3.19,-14.75,-9.35,2.21,0.72,0.32,0.59,-0.17,0.72,281975
21,0.01,0.01,0.00,18.19,-3.19,-14.75,-9.43,2.17,0.65,0.32,0.59,-0.17,0.72,282015
