,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.02,-0.01,0.01,10.06,-11.38,1.00,-8.93,3.74,1.41,-0.55,0.32,0.77,0.01,103477
1,-0.02,-0.01,0.01,10.06,-11.38,1.00,-8.93,3.74,1.45,-0.55,0.32,0.77,0.01,103518
2,-0.02,-0.01,0.01,10.06,-11.38,1.00,-8.93,3.74,1.45,-0.55,0.32,0.77,0.01,103557
3,-0.00,0.01,-0.00,10.06,-11.38,1.00,-8.93,3.74,1.45,-0.55,0.32,0.77,0.01,103597
4,-0.00,0.01,-0.00,10.06,-11.38,1.00,-8.89,3.74,1.41,-0.55,0.32,0.77,0.01,103638
5,0.00,0.01,-0.01,10.06,-11.38,1.00,-8.89,3.74,1.41,-0.55,0.32,0.77,0.01,103678
6,0.00,0.01,-0.01,10.06,-11.38,1.00,-8.93,3.74,1.41,-0.55,0.32,0.77,0.01,103717
7,0.00,0.01,-0.01,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,103755
8,0.01,0.02,-0.02,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,103797
9,-0.02,0.01,-0.02,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,103836
10,-0.02,0.01,-0.02,10.06,-11.38,1.00,-8.93,3.74,1.38,-0.55,0.32,0.77,0.01,103877
11,-0.02,0.01,-0.02,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,103918
12,-0.02,0.01,-0.02,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,103956
13,-0.00,0.01,-0.00,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,103997
14,-0.01,0.01,-0.01,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,104037
15,-0.01,0.01,-0.01,10.06,-11.38,1.00,-8.93,3.70,1.38,-0.55,0.32,0.77,0.01,104078
16,-0.01,0.01,-0.01,10.06,-11.38,1.00,-8.93,3.70,1.41,-0.55,0.32,0.77,0.01,104118
17,-0.01,0.01,-0.01,10.06,-11.38,1.00,-8.85,3.74,1.41,-0.55,0.32,0.77,0.01,104157
18,-0.04,0.00,-0.07,10.06,-11.38,1.00,-8.85,3.74,1.41,-0.55,0.32,0.77,0.01,104197
19,-0.04,0.00,-0.07,10.06,-11.38,1.00,-8.85,3.66,1.45,-0.55,0.32,0.77,0.01,104238
20,-0.07,0.06,-0.08,10.06,-11.38,1.00,-8.85,3.66,1.45,-0.55,0.32,0.77,0.01,104279
21,-0.07,0.06,-0.08,10.06,-11.38,1.00,-8.96,3.55,1.38,-0.55,0.32,0.77,0.01,104317
22,-0.07,0.06,-0.08,10.06,-11.38,1.00,-8.93,3.59,1.38,-0.55,0.32,0.77,0.01,104356
23,-0.01,-0.02,-0.01,10.06,-11.38,1.00,-8.93,3.59,1.38,-0.55,0.32,0.77,0.01,104397
24,-0.02,-0.02,0.02,10.06,-11.38,1.00,-8.93,3.59,1.38,-0.55,0.32,0.77,0.01,104438
25,-0.02,-0.02,0.02,10.06,-11.38,1.00,-8.93,3.59,1.30,-0.55,0.32,0.77,0.01,104477
26,-0.02,-0.02,0.02,10.06,-11.38,1.00,-9.04,3.59,1.38,-0.55,0.32,0.77,0.01,104519
27,-0.02,-0.02,0.02,10.06,-11.38,1.00,-9.20,3.63,1.38,-0.55,0.32,0.77,0.01,104558
28,0.03,-0.00,0.06,10.06,-11.38,1.00,-9.20,3.63,1.38,-0.55,0.32,0.77,0.01,104598
29,0.03,-0.00,0.06,10.06,-11.38,1.00,-8.85,3.59,1.26,-0.55,0.32,0.77,0.01,104639
30,0.12,-0.28,1.07,10.06,-11.38,1.00,-8.85,3.59,1.26,-0.55,0.32,0.77,0.01,104678
31,0.12,-0.28,1.07,10.06,-11.38,1.00,-11.26,4.54,1.18,-0.55,0.32,0.77,0.01,104718
32,0.12,-0.28,1.07,10.06,-11.38,1.00,-10.77,4.54,0.92,-0.55,0.32,0.77,0.01,104757
33,-0.46,-0.11,2.99,10.06,-11.38,1.00,-10.77,4.54,0.92,-0.55,0.32,0.77,0.01,104798
34,0.26,0.61,1.81,10.06,-11.38,1.00,-10.77,4.54,0.92,-0.55,0.32,0.77,0.01,104838
35,0.26,0.61,1.81,10.06,-11.38,1.00,-11.64,-0.82,1.30,-0.55,0.32,0.77,0.01,104878
36,0.26,0.61,1.81,10.06,-11.38,1.00,-7.05,0.33,-0.00,-0.55,0.32,0.77,0.01,104918
37,0.26,0.61,1.81,10.06,-11.38,1.00,-5.67,1.52,-1.34,-0.55,0.32,0.77,0.01,104956
38,0.65,0.02,-1.92,10.06,-11.38,1.00,-5.67,1.52,-1.34,-0.55,0.32,0.77,0.01,104996
39,1.02,0.08,-3.10,10.06,-11.38,1.00,-5.67,1.52,-1.34,-0.55,0.32,0.77,0.01,105036
40,1.02,0.08,-3.10,10.06,-11.38,1.00,-8.70,6.11,2.79,-0.55,0.32,0.77,0.01,105077
41,1.02,0.08,-3.10,10.06,-11.38,1.00,-10.27,10.41,-0.92,-0.55,0.32,0.77,0.01,105117
42,1.02,0.08,-3.10,10.06,-11.38,1.00,-9.58,14.20,4.52,-0.55,0.32,0.77,0.01,105157
43,-1.20,-0.86,-1.16,10.06,-11.38,1.00,-9.58,14.20,4.52,-0.55,0.32,0.77,0.01,105197
44,-1.20,-0.86,-1.16,10.06,-11.38,1.00,-0.61,4.96,0.84,-0.55,0.32,0.77,0.01,105239
45,0.00,-0.53,-0.07,10.06,-11.38,1.00,-0.61,4.96,0.84,-0.55,0.32,0.77,0.01,105279
46,0.00,-0.53,-0.07,10.06,-11.38,1.00,-8.27,4.39,0.72,-0.55,0.32,0.77,0.01,105319
47,0.00,-0.53,-0.07,10.06,-11.38,1.00,-7.63,3.78,-0.00,-0.55,0.32,0.77,0.01,105358
48,-0.06,-0.07,-0.02,10.06,-11.38,1.00,-7.63,3.78,-0.00,-0.55,0.32,0.77,0.01,105399
49,0.06,0.04,0.05,10.06,-11.38,1.00,-7.63,3.78,-0.00,-0.55,0.32,0.77,0.01,105440
50,0.06,0.04,0.05,10.06,-11.38,1.00,-8.89,3.93,1.18,-0.55,0.32,0.77,0.01,105479
51,0.06,0.04,0.05,10.06,-11.38,1.00,-9.20,3.78,1.34,-0.55,0.32,0.77,0.01,105519
52,0.06,0.04,0.05,10.06,-11.38,1.00,-8.70,3.89,1.26,-0.55,0.32,0.77,0.01,105555
53,0.01,-0.09,0.15,10.06,-11.38,1.00,-8.70,3.89,1.26,-0.55,0.32,0.77,0.01,105595
54,0.01,-0.09,0.15,10.06,-11.38,1.00,-8.73,3.93,1.38,-0.55,0.32,0.77,0.01,105635
55,0.01,-0.09,0.15,10.06,-11.38,1.00,-8.77,3.97,1.45,-0.55,0.32,0.77,0.01,105676
56,0.01,-0.09,0.15,10.06,-11.38,1.00,-8.85,4.12,1.45,-0.55,0.32,0.77,0.01,105715
57,0.01,-0.09,0.15,10.06,-11.38,1.00,-8.66,4.24,1.34,-0.55,0.32,0.77,0.01,105754
58,0.13,-0.35,0.25,10.06,-11.38,1.00,-8.66,4.24,1.34,-0.55,0.32,0.77,0.01,105795
59,-0.06,-0.13,0.24,10.06,-11.38,1.00,-8.66,4.24,1.34,-0.55,0.32,0.77,0.01,105834
60,-0.06,-0.13,0.24,10.06,-11.38,1.00,-8.70,4.35,1.80,-0.55,0.32,0.77,0.01,105875
61,-0.06,-0.13,0.24,10.06,-11.38,1.00,-8.62,4.54,1.64,-0.55,0.32,0.77,0.01,105915
62,-0.06,-0.13,0.24,10.06,-11.38,1.00,-8.54,4.66,1.61,-0.55,0.32,0.77,0.01,105954
63,0.32,-0.21,0.57,10.06,-11.38,1.00,-8.54,4.66,1.61,-0.55,0.32,0.77,0.01,105995
64,-0.25,-0.43,1.02,10.06,-11.38,1.00,-8.54,4.66,1.61,-0.55,0.32,0.77,0.01,106035
65,-0.25,-0.43,1.02,10.06,-11.38,1.00,-9.92,5.62,1.64,-0.55,0.32,0.77,0.01,106075
66,-0.25,-0.43,1.02,10.06,-11.38,1.00,-11.88,7.53,0.65,-0.55,0.32,0.77,0.01,106117
67,-0.25,-0.43,1.02,10.06,-11.38,1.00,-13.25,5.70,1.91,-0.55,0.32,0.77,0.01,106156
68,0.34,2.62,3.63,10.06,-11.38,1.00,-13.25,5.70,1.91,-0.55,0.32,0.77,0.01,106196
69,0.34,2.62,3.63,10.06,-11.38,1.00,-12.07,4.58,2.60,-0.55,0.32,0.77,0.01,106236
70,-1.12,0.21,-0.04,10.06,-11.38,1.00,-12.07,4.58,2.60,-0.55,0.32,0.77,0.01,106276
71,-1.12,0.21,-0.04,10.06,-11.38,1.00,-7.78,2.36,1.26,-0.55,0.32,0.77,0.01,106317
72,-1.12,0.21,-0.04,10.06,-11.38,1.00,-4.67,3.97,2.30,-0.55,0.32,0.77,0.01,106356
73,0.07,-0.67,-1.58,10.06,-11.38,1.00,-4.67,3.97,2.30,-0.55,0.32,0.77,0.01,106397
74,-0.24,-0.73,-2.16,10.06,-11.38,1.00,-4.67,3.97,2.30,-0.55,0.32,0.77,0.01,106437
75,-0.24,-0.73,-2.16,10.06,-11.38,1.00,-5.09,5.92,-1.57,-0.55,0.32,0.77,0.01,106477
76,-0.24,-0.73,-2.16,10.06,-11.38,1.00,-6.44,7.30,-0.73,-0.55,0.32,0.77,0.01,106518
77,-0.24,-0.73,-2.16,10.06,-11.38,1.00,-5.63,8.87,-1.57,-0.55,0.32,0.77,0.01,106558
78,-0.03,0.51,-1.64,10.06,-11.38,1.00,-5.63,8.87,-1.57,-0.55,0.32,0.77,0.01,106599
79,-0.03,0.51,-1.64,10.06,-11.38,1.00,-7.01,8.95,-0.58,-0.55,0.32,0.77,0.01,106639
80,-0.03,0.51,-1.64,10.06,-11.38,1.00,-8.12,8.80,-0.35,-0.55,0.32,0.77,0.01,106680
81,-0.03,0.51,-1.64,10.06,-11.38,1.00,-7.78,8.41,0.07,-0.55,0.32,0.77,0.01,106720
82,-0.03,0.51,-1.64,10.06,-11.38,1.00,-6.25,7.38,1.03,-0.55,0.32,0.77,0.01,106760
83,-0.03,0.51,-1.64,22.50,-28.75,-15.75,-6.25,7.38,1.03,-0.55,0.32,0.77,0.01,106799
84,-2.17,-0.87,-2.05,22.50,-28.75,-15.75,-6.25,7.38,1.03,-0.55,0.32,0.77,0.01,106840
85,-0.04,-3.16,1.21,22.50,-28.75,-15.75,-6.25,7.38,1.03,-0.55,0.32,0.77,0.01,106881
86,-0.04,-3.16,1.21,22.50,-28.75,-15.75,-9.23,-2.39,4.90,-0.55,0.32,0.77,0.01,106920
87,-0.04,-3.16,1.21,22.50,-28.75,-15.75,-10.54,10.18,6.43,-0.55,0.32,0.77,0.01,106962
88,-0.04,-3.16,1.21,23.25,-30.25,-20.88,-10.54,10.18,6.43,-0.55,0.32,0.77,0.01,107004
89,0.18,-0.32,0.17,23.25,-30.25,-20.88,-10.54,10.18,6.43,-0.55,0.32,0.77,0.01,107046
