,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.02,-0.00,0.01,27.56,20.38,-15.75,-9.39,2.40,0.34,0.05,0.69,0.05,0.72,18554
1,-0.02,-0.00,0.01,27.56,20.38,-15.75,-9.35,2.40,0.34,0.05,0.69,0.05,0.72,18594
2,-0.02,-0.00,0.01,27.56,20.38,-15.75,-9.35,2.40,0.34,0.05,0.69,0.05,0.72,18632
3,0.06,0.00,-0.03,27.56,20.38,-15.75,-9.35,2.40,0.34,0.05,0.69,0.05,0.72,18672
4,0.04,0.02,-0.03,27.56,20.38,-15.75,-9.35,2.40,0.34,0.05,0.69,0.05,0.72,18711
5,0.04,0.02,-0.03,27.56,20.38,-15.75,-9.39,2.36,0.34,0.05,0.69,0.05,0.72,18751
6,0.04,0.02,-0.03,27.56,20.38,-15.75,-9.43,2.36,0.30,0.05,0.69,0.05,0.72,18791
7,0.04,0.02,-0.03,27.56,20.38,-15.75,-9.39,2.32,0.30,0.05,0.69,0.05,0.72,18829
8,-0.01,-0.01,-0.01,27.56,20.38,-15.75,-9.39,2.32,0.30,0.05,0.69,0.05,0.72,18868
9,-0.01,-0.01,-0.01,27.56,20.38,-15.75,-9.39,2.36,0.34,0.05,0.69,0.05,0.72,18907
10,-0.01,-0.01,-0.01,27.56,20.38,-15.75,-9.39,2.32,0.30,0.05,0.69,0.05,0.72,18947
11,-0.01,-0.01,-0.01,27.56,20.38,-15.75,-9.35,2.32,0.34,0.05,0.69,0.05,0.72,18985
12,-0.01,-0.01,-0.01,28.50,21.56,-16.75,-9.35,2.32,0.34,0.05,0.69,0.05,0.72,19024
13,-0.01,-0.01,-0.01,28.50,21.56,-16.75,-9.39,2.29,0.34,0.05,0.69,0.05,0.72,19064
14,-0.01,-0.01,-0.01,28.50,21.56,-16.75,-9.43,2.32,0.34,0.05,0.69,0.05,0.72,19105
15,-0.01,-0.01,-0.01,28.50,21.56,-16.75,-9.35,2.29,0.38,0.05,0.69,0.05,0.72,19144
16,-0.01,-0.01,-0.01,28.50,21.56,-16.75,-9.39,2.32,0.34,0.05,0.69,0.05,0.72,19183
17,0.00,-0.01,-0.02,28.50,21.56,-16.75,-9.39,2.32,0.34,0.05,0.69,0.05,0.72,19224
18,0.01,0.00,-0.03,28.50,21.56,-16.75,-9.39,2.32,0.34,0.05,0.69,0.05,0.72,19264
19,0.01,0.00,-0.03,28.50,21.56,-16.75,-9.58,2.29,0.34,0.05,0.69,0.05,0.72,19303
20,0.01,0.00,-0.03,28.50,21.56,-16.75,-9.54,2.36,0.30,0.05,0.69,0.05,0.72,19343
21,0.01,0.00,-0.03,28.50,21.56,-16.75,-9.35,2.25,0.34,0.05,0.69,0.05,0.72,19381
22,-0.02,0.04,-0.01,28.50,21.56,-16.75,-9.35,2.25,0.34,0.05,0.69,0.05,0.72,19420
23,-0.09,0.03,-0.02,28.50,21.56,-16.75,-9.35,2.25,0.34,0.05,0.69,0.05,0.72,19460
24,-0.09,0.03,-0.02,28.50,21.56,-16.75,-9.43,2.21,0.30,0.05,0.69,0.05,0.72,19499
25,-0.09,0.03,-0.02,28.50,21.56,-16.75,-9.43,2.25,0.34,0.05,0.69,0.05,0.72,19538
26,-0.09,0.03,-0.02,28.50,21.56,-16.75,-9.50,2.21,0.27,0.05,0.69,0.05,0.72,19576
27,-0.01,0.01,0.01,28.50,21.56,-16.75,-9.50,2.21,0.27,0.05,0.69,0.05,0.72,19616
28,-0.01,0.01,0.01,28.50,21.56,-16.75,-9.50,2.29,0.50,0.05,0.69,0.05,0.72,19654
29,-0.01,0.01,0.01,28.50,21.56,-16.75,-9.62,2.29,0.11,0.05,0.69,0.05,0.72,19695
30,-0.01,0.01,0.01,28.50,21.56,-16.75,-9.54,2.36,0.57,0.05,0.69,0.05,0.72,19732
31,-0.04,0.08,-0.05,28.50,21.56,-16.75,-9.54,2.36,0.57,0.05,0.69,0.05,0.72,19772
32,-0.04,0.08,-0.05,28.50,21.56,-16.75,-9.54,2.21,0.19,0.05,0.69,0.05,0.72,19812
33,-0.04,0.08,-0.05,28.50,21.56,-16.75,-9.58,1.98,0.27,0.05,0.69,0.05,0.72,19853
34,-0.04,0.08,-0.05,28.50,21.56,-16.75,-9.08,2.44,0.99,0.05,0.69,0.05,0.72,19892
35,-0.04,0.08,-0.05,28.50,21.56,-16.75,-9.31,2.36,1.14,0.05,0.69,0.05,0.72,19931
36,-0.64,0.06,-0.07,28.50,21.56,-16.75,-9.31,2.36,1.14,0.05,0.69,0.05,0.72,19970
37,-0.64,0.06,-0.07,28.50,21.56,-16.75,-9.65,1.71,-0.50,0.05,0.69,0.05,0.72,20012
38,-0.10,-0.02,0.00,28.50,21.56,-16.75,-9.65,1.71,-0.50,0.05,0.69,0.05,0.72,20051
39,-0.10,-0.02,0.00,28.50,21.56,-16.75,-9.50,1.86,0.23,0.05,0.69,0.05,0.72,20091
