,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.00,0.01,-0.01,11.63,7.44,-30.75,-8.89,2.90,2.60,0.47,0.40,-0.47,0.63,390551
1,-0.00,0.01,-0.01,11.63,7.44,-30.75,-8.89,2.90,2.60,0.47,0.40,-0.47,0.63,390591
2,-0.00,0.01,-0.01,11.63,7.44,-30.75,-8.93,2.90,2.60,0.47,0.40,-0.47,0.63,390630
3,0.00,0.00,-0.00,11.63,7.44,-30.75,-8.93,2.90,2.60,0.47,0.40,-0.47,0.63,390671
4,-0.00,0.00,0.00,11.63,7.44,-30.75,-8.93,2.90,2.60,0.47,0.40,-0.47,0.63,390710
5,-0.00,0.00,0.00,11.63,7.44,-30.75,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,390750
6,-0.00,0.00,0.00,11.63,7.44,-30.75,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,390790
7,-0.00,0.00,0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,390829
8,-0.01,0.01,-0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,390867
9,-0.01,0.01,-0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,390908
10,-0.01,0.01,-0.00,11.63,7.44,-30.75,-8.93,2.90,2.56,0.47,0.40,-0.47,0.63,390949
11,-0.01,0.01,-0.00,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,390990
12,-0.01,0.01,-0.00,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391028
13,0.00,0.01,-0.01,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391069
14,0.00,0.01,-0.01,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391110
15,0.00,0.01,-0.01,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391150
16,0.00,0.01,-0.01,11.63,7.44,-30.75,-8.89,2.90,2.60,0.47,0.40,-0.47,0.63,391190
17,0.00,0.01,-0.01,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391228
18,-0.01,-0.00,0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391267
19,-0.00,-0.00,0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391308
20,-0.00,-0.00,0.00,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391348
21,-0.00,-0.00,0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391390
22,-0.00,-0.00,0.00,11.63,7.44,-30.75,-8.93,2.90,2.56,0.47,0.40,-0.47,0.63,391428
23,0.00,-0.00,-0.01,11.63,7.44,-30.75,-8.93,2.90,2.56,0.47,0.40,-0.47,0.63,391469
24,0.00,-0.00,-0.01,11.63,7.44,-30.75,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,391510
25,0.01,0.00,-0.01,11.63,7.44,-30.75,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,391550
26,0.01,0.00,-0.01,11.63,7.44,-30.75,-8.89,2.90,2.56,0.47,0.40,-0.47,0.63,391590
27,0.01,0.00,-0.01,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391628
28,0.00,-0.00,-0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391669
29,0.00,0.00,0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391709
30,0.00,0.00,0.00,11.63,7.44,-30.75,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,391749
31,0.00,0.00,0.00,11.63,7.44,-30.75,-8.93,2.90,2.56,0.47,0.40,-0.47,0.63,391789
32,0.00,0.00,0.00,11.63,7.44,-30.75,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391827
33,0.00,0.00,0.00,11.69,6.56,-27.69,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391866
34,-0.01,-0.01,0.00,11.69,6.56,-27.69,-8.89,2.93,2.56,0.47,0.40,-0.47,0.63,391905
35,-0.01,-0.01,0.00,11.69,6.56,-27.69,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,391946
36,-0.01,-0.01,0.00,11.69,6.56,-27.69,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,391987
37,-0.01,-0.01,0.00,11.69,6.56,-27.69,-8.89,2.90,2.60,0.47,0.40,-0.47,0.63,392025
38,0.01,-0.00,-0.01,11.69,6.56,-27.69,-8.89,2.90,2.60,0.47,0.40,-0.47,0.63,392065
39,0.01,-0.00,-0.01,11.69,6.56,-27.69,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,392104
40,0.00,0.02,-0.01,11.69,6.56,-27.69,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,392144
41,0.00,0.02,-0.01,11.69,6.56,-27.69,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,392182
42,0.00,0.02,-0.01,11.75,7.63,-31.81,-8.93,2.93,2.56,0.47,0.40,-0.47,0.63,392221
43,0.00,0.02,-0.01,11.75,7.63,-31.81,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,392261
44,-0.01,-0.01,0.00,11.75,7.63,-31.81,-8.89,2.93,2.60,0.47,0.40,-0.47,0.63,392300
45,-0.01,-0.01,0.00,11.75,7.63,-31.81,-8.93,2.93,2.60,0.47,0.40,-0.47,0.63,392340
46,-0.01,-0.01,0.00,11.75,7.63,-31.81,-8.93,2.93,2.60,0.47,0.40,-0.47,0.63,392379
47,-0.01,-0.02,0.01,11.75,7.63,-31.81,-8.93,2.93,2.60,0.47,0.40,-0.47,0.63,392420
