,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.01,0.01,-0.01,16.88,11.38,-21.94,-9.08,2.48,2.33,0.41,0.45,-0.37,0.70,224308
1,0.01,0.01,-0.01,16.88,11.38,-21.94,-9.08,2.44,2.33,0.41,0.45,-0.37,0.70,224348
2,0.01,0.01,-0.01,16.88,11.38,-21.94,-9.08,2.44,2.33,0.41,0.45,-0.37,0.70,224388
3,0.01,0.01,-0.01,16.88,11.38,-21.94,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224427
4,-0.00,-0.00,-0.00,16.88,11.38,-21.94,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224466
5,-0.00,-0.00,-0.00,16.88,11.38,-21.94,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224507
6,-0.01,-0.01,-0.00,16.88,11.38,-21.94,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224548
7,-0.01,-0.01,-0.00,16.88,11.38,-21.94,-9.12,2.44,2.33,0.41,0.45,-0.37,0.70,224589
8,-0.01,-0.01,-0.00,16.88,11.38,-21.94,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224630
9,-0.01,-0.01,-0.00,16.06,12.00,-19.75,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224670
10,-0.00,-0.01,0.01,16.06,12.00,-19.75,-9.12,2.44,2.30,0.41,0.45,-0.37,0.70,224710
11,-0.00,-0.01,0.01,16.06,12.00,-19.75,-9.08,2.48,2.37,0.41,0.45,-0.37,0.70,224750
12,-0.00,-0.01,0.01,16.06,12.00,-19.75,-9.08,2.44,2.33,0.41,0.45,-0.37,0.70,224791
13,-0.00,-0.01,0.01,16.06,12.00,-19.75,-9.08,2.48,2.37,0.41,0.45,-0.37,0.70,224831
14,-0.00,-0.01,0.01,15.94,12.25,-21.75,-9.08,2.48,2.37,0.41,0.45,-0.37,0.70,224870
15,-0.00,-0.01,0.01,15.94,12.25,-21.75,-9.12,2.48,2.33,0.41,0.45,-0.37,0.70,224910
16,0.02,0.00,0.00,15.94,12.25,-21.75,-9.12,2.48,2.33,0.41,0.45,-0.37,0.70,224950
17,0.02,0.00,0.00,15.94,12.25,-21.75,-9.12,2.48,2.33,0.41,0.45,-0.37,0.70,224989
18,0.02,0.00,0.00,15.94,12.25,-21.75,-9.08,2.48,2.33,0.41,0.45,-0.37,0.70,225027
19,0.01,0.01,-0.01,15.94,12.25,-21.75,-9.08,2.48,2.33,0.41,0.45,-0.37,0.70,225068
20,0.01,-0.00,-0.00,15.94,12.25,-21.75,-9.08,2.48,2.33,0.41,0.45,-0.37,0.70,225108
21,0.01,-0.00,-0.00,15.94,12.25,-21.75,-9.08,2.48,2.30,0.41,0.45,-0.37,0.70,225148
22,0.01,-0.00,-0.00,15.94,12.25,-21.75,-9.08,2.48,2.30,0.41,0.45,-0.37,0.70,225189
23,0.01,-0.00,-0.00,15.94,12.25,-21.75,-9.08,2.48,2.33,0.41,0.45,-0.37,0.70,225228
24,0.01,-0.00,-0.00,15.94,12.25,-21.75,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225268
25,-0.00,-0.00,0.00,15.94,12.25,-21.75,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225308
26,-0.00,-0.00,0.00,15.94,12.25,-21.75,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225349
27,-0.00,-0.00,0.00,15.94,12.25,-21.75,-9.12,2.44,2.33,0.42,0.45,-0.37,0.69,225389
28,-0.00,-0.00,0.00,15.94,12.25,-21.75,-9.12,2.48,2.33,0.42,0.45,-0.37,0.69,225429
29,-0.00,-0.00,0.00,16.31,12.50,-23.38,-9.12,2.48,2.33,0.42,0.45,-0.37,0.69,225469
30,-0.00,-0.00,0.00,16.31,12.50,-23.38,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225509
31,-0.01,-0.00,0.00,16.31,12.50,-23.38,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225550
32,-0.01,-0.00,0.00,16.31,12.50,-23.38,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225590
33,-0.01,-0.00,0.00,16.31,12.50,-23.38,-9.08,2.48,2.30,0.42,0.45,-0.37,0.69,225630
34,-0.01,-0.00,0.00,16.19,11.94,-21.31,-9.08,2.48,2.30,0.42,0.45,-0.37,0.69,225669
35,-0.00,-0.02,0.02,16.19,11.94,-21.31,-9.08,2.48,2.30,0.42,0.45,-0.37,0.69,225709
36,-0.00,-0.02,0.02,16.19,11.94,-21.31,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,225748
37,-0.00,-0.02,0.02,16.19,11.94,-21.31,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,225789
38,-0.00,-0.02,0.02,16.19,11.94,-21.31,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,225829
39,-0.00,-0.02,0.02,16.06,12.50,-23.31,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,225868
40,-0.00,-0.02,0.02,16.06,12.50,-23.31,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,225909
41,-0.00,-0.00,0.01,16.06,12.50,-23.31,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,225949
42,-0.00,-0.00,0.01,16.06,12.50,-23.31,-9.08,2.48,2.33,0.42,0.45,-0.37,0.69,225989
43,-0.00,-0.00,0.01,16.06,12.50,-23.31,-9.08,2.52,2.37,0.42,0.45,-0.37,0.69,226029
44,-0.00,-0.00,0.01,15.94,11.69,-21.81,-9.08,2.52,2.37,0.42,0.45,-0.37,0.69,226069
45,-0.01,-0.01,0.01,15.94,11.69,-21.81,-9.08,2.52,2.37,0.42,0.45,-0.37,0.69,226109
46,-0.01,-0.01,0.01,15.94,11.69,-21.81,-9.08,2.52,2.37,0.42,0.45,-0.37,0.69,226149
47,-0.01,-0.01,0.01,15.94,11.69,-21.81,-9.08,2.52,2.33,0.42,0.45,-0.37,0.69,226190
