,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,1.33,-1.13,-0.46,5.31,-2.63,3.63,5.05,-2.62,22.29,-0.34,-0.26,0.56,0.71,415753
1,1.33,-1.13,-0.46,5.31,-2.63,3.63,7.39,-4.46,13.21,-0.34,-0.26,0.56,0.71,415791
2,-2.07,1.81,0.33,5.31,-2.63,3.63,7.39,-4.46,13.21,-0.34,-0.26,0.56,0.71,415832
3,-2.89,2.06,0.19,5.31,-2.63,3.63,7.39,-4.46,13.21,-0.34,-0.26,0.56,0.71,415870
4,-2.89,2.06,0.19,5.31,-2.63,3.63,1.60,-0.51,7.84,-0.34,-0.26,0.56,0.71,415911
5,-2.89,2.06,0.19,5.31,-2.63,3.63,1.22,0.37,4.28,-0.34,-0.26,0.56,0.71,415951
6,-2.89,2.06,0.19,5.31,-2.63,3.63,2.52,0.02,-0.05,-0.34,-0.26,0.56,0.71,415988
7,-3.78,1.95,-1.28,5.31,-2.63,3.63,2.52,0.02,-0.05,-0.34,-0.26,0.56,0.71,416027
8,-3.78,1.95,-1.28,5.31,-2.63,3.63,1.33,-1.09,-3.76,-0.34,-0.26,0.56,0.71,416067
9,-2.57,1.61,-2.63,5.31,-2.63,3.63,1.33,-1.09,-3.76,-0.34,-0.26,0.56,0.71,416106
10,-2.57,1.61,-2.63,5.31,-2.63,3.63,5.93,-5.53,-7.13,-0.34,-0.26,0.56,0.71,416145
11,-2.57,1.61,-2.63,3.31,-11.75,24.06,5.93,-5.53,-7.13,-0.34,-0.26,0.56,0.71,416184
12,-2.57,1.61,-2.63,3.31,-11.75,24.06,12.56,-12.39,-7.02,-0.34,-0.26,0.56,0.71,416225
13,-0.21,-0.08,0.09,3.31,-11.75,24.06,12.56,-12.39,-7.02,-0.34,-0.26,0.56,0.71,416267
14,-0.21,-0.08,0.09,3.31,-11.75,24.06,13.48,-14.57,-13.57,-0.34,-0.26,0.56,0.71,416310
15,-0.21,-0.08,0.09,3.31,-11.75,24.06,12.02,-11.93,-7.40,-0.34,-0.26,0.56,0.71,416354
16,-0.21,-0.08,0.09,3.31,-11.75,24.06,9.53,-7.29,-3.04,-0.34,-0.26,0.56,0.71,416394
17,2.70,-0.85,3.03,3.31,-11.75,24.06,9.53,-7.29,-3.04,-0.34,-0.26,0.56,0.71,416435
18,2.70,-0.85,3.03,3.31,-11.75,24.06,5.59,-2.89,-1.27,-0.34,-0.26,0.56,0.71,416476
19,3.39,-1.34,3.04,3.31,-11.75,24.06,5.59,-2.89,-1.27,-0.34,-0.26,0.56,0.71,416516
20,3.39,-1.34,3.04,3.31,-11.75,24.06,0.11,1.02,2.29,-0.34,-0.26,0.56,0.71,416556
21,3.39,-1.34,3.04,3.31,-11.75,24.06,-1.50,1.79,3.02,-0.34,-0.26,0.56,0.71,416594
22,3.39,-1.34,3.04,8.13,-3.31,9.69,-1.50,1.79,3.02,-0.34,-0.26,0.56,0.71,416633
23,2.63,-2.83,0.63,8.13,-3.31,9.69,-1.50,1.79,3.02,-0.34,-0.26,0.56,0.71,416672
24,2.63,-2.83,0.63,8.13,-3.31,9.69,-3.95,2.40,10.03,-0.34,-0.26,0.56,0.71,416712
25,2.63,-2.83,0.63,8.13,-3.31,9.69,-0.12,0.71,11.18,-0.34,-0.26,0.56,0.71,416752
26,2.63,-2.83,0.63,8.13,-3.31,9.69,8.04,-1.66,23.70,-0.34,-0.26,0.56,0.71,416790
27,1.36,-1.34,-0.32,8.13,-3.31,9.69,8.04,-1.66,23.70,-0.34,-0.26,0.56,0.71,416830
28,-1.59,0.63,0.46,8.13,-3.31,9.69,8.04,-1.66,23.70,-0.34,-0.26,0.56,0.71,416870
29,-1.59,0.63,0.46,8.13,-3.31,9.69,5.63,-0.74,18.38,-0.34,-0.26,0.56,0.71,416910
30,-1.59,0.63,0.46,8.13,-3.31,9.69,5.93,0.21,14.59,-0.34,-0.26,0.56,0.71,416950
31,-1.59,0.63,0.46,8.13,-3.31,9.69,4.02,1.86,12.63,-0.34,-0.26,0.56,0.71,416987
32,-4.41,2.41,-0.03,8.13,-3.31,9.69,4.02,1.86,12.63,-0.34,-0.26,0.56,0.71,417026
33,-4.41,2.41,-0.03,8.13,-3.31,9.69,2.33,2.71,4.17,-0.34,-0.26,0.56,0.71,417064
34,-4.41,2.41,-0.03,8.13,-3.31,9.69,2.83,2.98,1.10,-0.34,-0.26,0.56,0.71,417103
35,-4.41,2.41,-0.03,8.13,-3.31,9.69,2.64,0.95,-1.46,-0.34,-0.26,0.56,0.71,417141
36,-4.90,2.03,-2.58,8.13,-3.31,9.69,2.64,0.95,-1.46,-0.34,-0.26,0.56,0.71,417181
37,-4.90,2.03,-2.58,8.13,-3.31,9.69,6.54,-3.96,-8.70,-0.34,-0.26,0.56,0.71,417220
38,-4.90,2.03,-2.58,8.13,-3.31,9.69,7.96,-7.02,-10.35,-0.34,-0.26,0.56,0.71,417262
39,-4.90,2.03,-2.58,8.13,-3.31,9.69,9.64,-12.88,-7.90,-0.34,-0.26,0.56,0.71,417302
40,-4.90,2.03,-2.58,8.13,-3.31,9.69,11.95,-15.87,-8.40,-0.34,-0.26,0.56,0.71,417341
41,-0.34,-0.35,0.51,8.13,-3.31,9.69,11.95,-15.87,-8.40,-0.34,-0.26,0.56,0.71,417384
42,1.93,-0.68,1.15,8.13,-3.31,9.69,11.95,-15.87,-8.40,-0.34,-0.26,0.56,0.71,417424
43,1.93,-0.68,1.15,8.13,-3.31,9.69,8.65,-11.28,-4.72,-0.34,-0.26,0.56,0.71,417464
44,1.93,-0.68,1.15,8.13,-3.31,9.69,8.54,-9.21,-4.11,-0.34,-0.26,0.56,0.71,417504
45,1.93,-0.68,1.15,8.13,-3.31,9.69,6.85,-6.22,-4.49,-0.34,-0.26,0.56,0.71,417543
46,3.66,-1.72,2.46,8.13,-3.31,9.69,6.85,-6.22,-4.49,-0.34,-0.26,0.56,0.71,417583
