,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-1.94,-2.27,-1.77,-19.75,-11.75,27.13,8.34,9.40,-1.75,-0.07,-0.60,-0.41,0.68,459170
1,-1.57,-0.79,-1.10,-19.75,-11.75,27.13,8.34,9.40,-1.75,-0.07,-0.60,-0.41,0.68,459213
2,-1.57,-0.79,-1.10,-19.75,-11.75,27.13,7.23,8.02,-1.87,-0.07,-0.60,-0.41,0.68,459256
3,-1.57,-0.79,-1.10,-19.75,-11.75,27.13,7.16,7.64,-1.75,-0.07,-0.60,-0.41,0.68,459299
4,-1.57,-0.79,-1.10,-19.75,-11.75,27.13,7.96,7.10,-1.64,-0.07,-0.60,-0.41,0.68,459342
5,-1.57,-0.79,-1.10,-19.75,-11.75,27.13,8.07,7.37,-1.64,-0.07,-0.60,-0.41,0.68,459383
6,0.29,0.56,0.03,-19.75,-11.75,27.13,8.07,7.37,-1.64,-0.07,-0.60,-0.41,0.68,459426
7,0.58,0.39,0.85,-19.75,-11.75,27.13,8.07,7.37,-1.64,-0.07,-0.60,-0.41,0.68,459467
8,0.58,0.39,0.85,-19.75,-11.75,27.13,6.39,7.79,-0.22,-0.07,-0.60,-0.41,0.68,459507
9,0.58,0.39,0.85,-19.75,-11.75,27.13,5.93,8.40,0.13,-0.07,-0.60,-0.41,0.68,459548
10,0.58,0.39,0.85,-19.75,-11.75,27.13,6.73,8.98,0.51,-0.07,-0.60,-0.41,0.68,459589
11,0.58,0.39,0.85,-19.75,-11.75,27.13,7.31,9.21,0.20,-0.07,-0.60,-0.41,0.68,459628
12,0.58,0.39,0.85,-19.75,-11.75,27.13,7.23,9.25,-0.14,-0.07,-0.60,-0.41,0.68,459670
13,1.00,1.13,1.50,-19.75,-11.75,27.13,7.23,9.25,-0.14,-0.07,-0.60,-0.41,0.68,459711
14,1.00,1.13,1.50,-19.75,-11.75,27.13,7.77,8.79,0.78,-0.07,-0.60,-0.41,0.68,459752
15,1.00,1.13,1.50,-19.75,-11.75,27.13,8.69,8.94,0.63,-0.07,-0.60,-0.41,0.68,459793
16,1.00,1.13,1.50,-19.75,-11.75,27.13,8.80,8.79,-0.07,-0.07,-0.60,-0.41,0.68,459832
17,0.96,1.57,2.06,-19.75,-11.75,27.13,8.80,8.79,-0.07,-0.07,-0.60,-0.41,0.68,459874
18,0.96,1.57,2.06,-19.75,-11.75,27.13,9.72,9.09,0.43,-0.07,-0.60,-0.41,0.68,459915
19,0.96,1.57,2.06,-19.75,-11.75,27.13,10.72,8.59,1.35,-0.07,-0.60,-0.41,0.68,459956
20,0.96,1.57,2.06,-19.75,-11.75,27.13,8.73,8.40,1.47,-0.07,-0.60,-0.41,0.68,459997
21,0.96,1.57,2.06,-19.75,-11.75,27.13,7.23,7.41,2.31,-0.07,-0.60,-0.41,0.68,460037
22,0.96,1.57,2.06,4.25,-0.81,21.19,7.23,7.41,2.31,-0.07,-0.60,-0.41,0.68,460077
23,0.83,0.83,2.18,4.25,-0.81,21.19,7.23,7.41,2.31,-0.07,-0.60,-0.41,0.68,460115
24,0.83,0.83,2.18,4.25,-0.81,21.19,6.04,5.61,2.23,-0.07,-0.60,-0.41,0.68,460154
25,0.83,0.83,2.18,4.25,-0.81,21.19,5.05,5.57,2.27,-0.07,-0.60,-0.41,0.68,460193
26,0.83,0.83,2.18,4.25,-0.81,21.19,4.24,5.11,2.43,-0.07,-0.60,-0.41,0.68,460231
27,0.11,0.59,0.90,4.25,-0.81,21.19,4.24,5.11,2.43,-0.07,-0.60,-0.41,0.68,460270
28,0.05,0.28,0.04,4.25,-0.81,21.19,4.24,5.11,2.43,-0.07,-0.60,-0.41,0.68,460310
29,0.05,0.28,0.04,4.25,-0.81,21.19,4.55,2.96,2.73,-0.07,-0.60,-0.41,0.68,460348
30,0.05,0.28,0.04,4.25,-0.81,21.19,5.39,3.57,3.57,-0.07,-0.60,-0.41,0.68,460426
31,-0.20,-1.39,-1.83,4.25,-0.81,21.19,5.39,3.57,3.57,-0.07,-0.60,-0.41,0.68,460465
32,-0.20,-1.39,-1.83,4.25,-0.81,21.19,7.04,3.96,2.96,-0.07,-0.60,-0.41,0.68,460505
33,-0.20,-1.39,-1.83,4.25,-0.81,21.19,8.04,4.42,2.46,-0.07,-0.60,-0.41,0.68,460545
34,-0.20,-1.39,-1.83,4.25,-0.81,21.19,8.77,4.99,3.04,-0.07,-0.60,-0.41,0.68,460583
35,-1.91,-2.26,-2.73,4.25,-0.81,21.19,8.77,4.99,3.04,-0.07,-0.60,-0.41,0.68,460624
36,-1.91,-2.26,-2.73,4.25,-0.81,21.19,8.84,6.87,0.28,-0.07,-0.60,-0.41,0.68,460664
37,-1.91,-2.26,-2.73,4.25,-0.81,21.19,9.57,6.95,-0.37,-0.07,-0.60,-0.41,0.68,460705
38,-1.91,-2.26,-2.73,4.25,-0.81,21.19,9.45,7.56,-0.60,-0.07,-0.60,-0.41,0.68,460746
39,-0.64,-0.11,-1.96,4.25,-0.81,21.19,9.45,7.60,-0.87,-0.07,-0.60,-0.41,0.68,460867
40,-1.67,-2.09,-1.54,4.25,-0.81,21.19,9.45,7.60,-0.87,-0.07,-0.60,-0.41,0.68,460907
41,-1.67,-2.09,-1.54,4.25,-0.81,21.19,9.68,7.75,-3.74,-0.07,-0.60,-0.41,0.68,460948
42,-1.67,-2.09,-1.54,4.25,-0.81,21.19,10.53,7.52,-4.36,-0.07,-0.60,-0.41,0.68,460990
43,-1.67,-2.09,-1.54,4.25,-0.81,21.19,8.77,7.79,-2.67,-0.07,-0.60,-0.41,0.68,461030
44,1.20,1.35,0.28,4.25,-0.81,21.19,8.77,7.79,-2.67,-0.07,-0.60,-0.41,0.68,461072
45,1.20,1.35,0.28,4.25,-0.81,21.19,6.81,7.94,-2.98,-0.07,-0.60,-0.41,0.68,461113
46,2.63,2.04,1.44,4.25,-0.81,21.19,6.81,7.94,-2.98,-0.07,-0.60,-0.41,0.68,461151
47,2.63,2.04,1.44,4.25,-0.81,21.19,5.20,10.05,-1.06,-0.07,-0.60,-0.41,0.68,461191
48,2.63,2.04,1.44,4.25,-0.81,21.19,6.81,9.55,0.16,-0.07,-0.60,-0.41,0.68,461230
49,2.11,3.09,2.24,4.25,-0.81,21.19,6.81,9.55,0.16,-0.07,-0.60,-0.41,0.68,461268
50,2.50,4.71,1.96,4.25,-0.81,21.19,6.81,9.55,0.16,-0.07,-0.60,-0.41,0.68,461307
51,2.50,4.71,1.96,4.25,-0.81,21.19,8.27,9.51,0.39,-0.07,-0.60,-0.41,0.68,461346
52,2.50,4.71,1.96,4.25,-0.81,21.19,8.73,9.02,1.89,-0.07,-0.60,-0.41,0.68,461383
53,0.05,1.51,2.00,4.25,-0.81,21.19,8.73,9.02,1.89,-0.07,-0.60,-0.41,0.68,461423
54,-0.13,0.99,2.39,4.25,-0.81,21.19,8.73,9.02,1.89,-0.07,-0.60,-0.41,0.68,461463
55,-0.13,0.99,2.39,4.25,-0.81,21.19,8.69,7.75,0.55,-0.07,-0.60,-0.41,0.68,461502
56,-0.13,0.99,2.39,4.25,-0.81,21.19,8.00,6.98,-0.07,-0.07,-0.60,-0.41,0.68,461543
57,-0.13,0.99,2.39,4.25,-0.81,21.19,8.15,5.53,0.09,-0.07,-0.60,-0.41,0.68,461582
58,0.45,0.84,1.81,4.25,-0.81,21.19,8.15,5.53,0.09,-0.07,-0.60,-0.41,0.68,461622
59,0.59,0.75,1.82,4.25,-0.81,21.19,8.15,5.53,0.09,-0.07,-0.60,-0.41,0.68,461661
60,0.59,0.75,1.82,4.25,-0.81,21.19,6.70,3.73,1.66,-0.07,-0.60,-0.41,0.68,461701
61,0.59,0.75,1.82,4.25,-0.81,21.19,7.04,2.43,3.34,-0.07,-0.60,-0.41,0.68,461741
62,0.59,0.75,1.82,4.25,-0.81,21.19,8.15,1.81,3.96,-0.07,-0.60,-0.41,0.68,461777
63,-0.17,-0.43,0.78,4.25,-0.81,21.19,8.15,1.81,3.96,-0.07,-0.60,-0.41,0.68,461816
64,-0.17,-0.43,0.78,4.25,-0.81,21.19,8.15,1.13,4.00,-0.07,-0.60,-0.41,0.68,461856
65,-0.17,-0.43,0.78,4.25,-0.81,21.19,7.88,0.74,4.65,-0.07,-0.60,-0.41,0.68,461896
66,-0.17,-0.43,0.78,4.25,-0.81,21.19,8.42,-0.03,3.88,-0.07,-0.60,-0.41,0.68,461935
67,-0.17,-0.43,0.78,1.31,-13.13,18.75,8.42,-0.03,3.88,-0.07,-0.60,-0.41,0.68,461974
68,-0.17,-0.43,0.78,1.31,-13.13,18.75,8.57,-0.22,4.26,-0.07,-0.60,-0.41,0.68,462016
69,0.28,-0.06,0.53,1.31,-13.13,18.75,8.57,-0.22,4.26,-0.07,-0.60,-0.41,0.68,462056
70,0.28,-0.06,0.53,1.31,-13.13,18.75,7.58,-0.22,4.00,-0.07,-0.60,-0.41,0.68,462097
71,0.28,-0.06,0.53,1.31,-13.13,18.75,7.08,-0.18,4.07,-0.07,-0.60,-0.41,0.68,462136
72,0.28,-0.06,0.53,-2.13,-12.19,18.00,7.08,-0.18,4.07,-0.07,-0.60,-0.41,0.68,462176
73,-0.26,0.02,-0.52,-2.13,-12.19,18.00,7.08,-0.18,4.07,-0.07,-0.60,-0.41,0.68,462217
74,-0.26,0.02,-0.52,-2.13,-12.19,18.00,9.95,-0.71,3.11,-0.07,-0.60,-0.41,0.68,462258
75,-0.26,0.02,-0.52,-2.13,-12.19,18.00,10.37,-0.60,3.65,-0.07,-0.60,-0.41,0.68,462301
76,-0.26,0.02,-0.52,-2.13,-12.19,18.00,7.31,0.74,5.38,-0.07,-0.60,-0.41,0.68,462343
77,-0.26,0.02,-0.52,-2.13,-12.19,18.00,7.84,0.70,5.57,-0.07,-0.60,-0.41,0.68,462383
78,-0.62,-0.04,-0.38,-2.13,-12.19,18.00,7.84,0.70,5.57,-0.07,-0.60,-0.41,0.68,462425
79,-0.54,0.03,-0.28,-2.13,-12.19,18.00,7.84,0.70,5.57,-0.07,-0.60,-0.41,0.68,462466
80,-0.54,0.03,-0.28,-2.13,-12.19,18.00,11.10,0.16,3.38,-0.07,-0.60,-0.41,0.68,462507
81,-0.54,0.03,-0.28,-2.13,-12.19,18.00,9.76,0.09,2.39,-0.07,-0.60,-0.41,0.68,462547
82,-0.54,0.03,-0.28,-2.13,-12.19,18.00,7.92,0.20,2.69,-0.07,-0.60,-0.41,0.68,462589
83,-0.54,0.03,-0.28,-2.13,-12.19,18.00,7.46,-0.29,3.80,-0.07,-0.60,-0.41,0.68,462629
84,0.41,-0.30,-0.33,-2.13,-12.19,18.00,7.46,-0.29,3.80,-0.07,-0.60,-0.41,0.68,462672
85,0.37,0.16,-0.01,-2.13,-12.19,18.00,7.46,-0.29,3.80,-0.07,-0.60,-0.41,0.68,462713
86,0.37,0.16,-0.01,-2.13,-12.19,18.00,9.11,-0.68,5.03,-0.07,-0.60,-0.41,0.68,462754
87,0.37,0.16,-0.01,-2.13,-12.19,18.00,8.04,-0.41,5.14,-0.07,-0.60,-0.41,0.68,462795
88,0.37,0.16,-0.01,-2.13,-12.19,18.00,7.42,-0.25,4.95,-0.07,-0.60,-0.41,0.68,462835
89,0.38,0.28,0.06,-2.13,-12.19,18.00,7.42,-0.25,4.95,-0.07,-0.60,-0.41,0.68,462876
90,0.41,0.21,0.16,-2.13,-12.19,18.00,7.42,-0.25,4.95,-0.07,-0.60,-0.41,0.68,462916
91,0.41,0.21,0.16,-2.13,-12.19,18.00,8.00,-0.29,5.14,-0.07,-0.60,-0.41,0.68,462956
92,0.41,0.21,0.16,-2.13,-12.19,18.00,8.23,-0.48,5.11,-0.07,-0.60,-0.41,0.68,462996
