,0
266,T
267,T
268,T
269,T
270,W
271,W
272,T
273,T
274,T
275,T
276,T
277,T
278,W
279,W
280,W
281,T
282,T
283,T
284,T
285,T
286,T
287,T
288,T
289,T
290,T
291,T
292,T
293,T
294,T
295,T
296,T
297,T
298,T
299,T
300,T
301,T
302,T
303,T
304,T
305,T
306,T
307,T
308,T
309,W
310,W
311,T
312,T
313,T
314,T
315,T
316,T
317,T
318,T
319,T
320,T
321,T
322,T
323,T
324,T
325,T
326,T
327,T
328,T
329,T
330,T
331,T
332,T
333,W
334,W
335,W
336,W
337,W
338,W
339,W
340,W
341,W
342,W
343,W
344,W
345,W
346,W
347,W
348,W
349,W
350,W
351,W
352,W
353,W
354,W
355,W
356,W
357,W
358,W
359,W
360,W
361,W
362,W
363,W
364,W
365,W
366,W
367,W
368,W
369,W
370,W
371,W
372,W
373,W
374,W
375,W
376,W
377,W
378,W
379,W
380,W
381,W
382,W
383,W
384,W
385,W
386,W
387,W
388,W
389,W
390,W
391,W
392,W
393,W
394,W
395,W
396,T
397,W
398,W
399,W
400,W
401,W
402,W
403,W
404,W
405,W
406,W
407,W
408,W
409,W
410,W
411,W
412,W
413,W
414,W
415,W
416,W
417,W
418,W
419,W
420,W
421,W
422,W
423,W
424,W
425,W
426,W
427,W
428,W
429,W
430,W
431,W
432,W
433,W
434,W
435,W
436,W
437,W
438,W
439,W
440,W
441,W
442,W
443,W
444,W
445,W
446,W
447,W
448,W
449,W
450,W
451,W
452,W
453,W
454,W
455,W
456,W
457,W
458,W
459,W
460,W
461,W
462,W
463,W
464,W
465,W
466,W
467,W
468,W
469,W
470,W
471,W
472,W
473,W
474,W
475,W
476,W
477,W
478,W
479,W
480,W
481,W
482,W
483,W
484,W
485,W
486,W
487,W
488,W
489,W
490,W
491,W
492,W
493,W
494,W
495,W
496,W
497,W
498,W
499,W
500,W
501,W
502,W
503,W
504,W
505,W
506,W
507,W
508,W
509,W
510,W
511,W
512,W
513,W
514,W
515,W
516,W
517,W
518,W
519,W
520,W
521,W
522,W
523,W
524,W
525,W
526,W
527,W
528,W
529,W
530,W
531,W
532,W
533,W
534,W
535,W
536,W
537,W
538,W
539,W
540,W
541,W
542,W
543,W
544,W
545,W
546,W
547,W
548,W
549,W
550,W
551,W
552,W
553,W
554,W
555,W
556,W
557,W
558,W
559,W
560,W
561,W
562,W
563,W
564,W
565,W
566,W
567,W
568,W
569,W
570,W
571,W
572,W
573,W
574,T
575,T
576,T
577,T
578,T
579,T
580,T
581,T
582,T
583,T
584,T
585,T
586,T
587,W
588,W
589,W
590,T
591,T
592,T
593,T
594,T
595,T
596,T
597,T
598,T
599,W
600,W
601,W
602,W
603,W
604,W
605,W
606,W
607,W
608,W
609,W
610,W
611,W
612,W
613,W
614,W
615,W
616,W
617,W
618,W
619,W
620,W
621,W
622,W
623,W
624,W
625,W
626,W
627,W
628,W
629,W
630,W
631,W
632,T
633,T
634,T
635,T
636,T
637,T
638,W
639,W
640,W
641,W
642,W
643,W
644,W
645,T
646,T
647,T
648,T
649,T
650,T
651,T
652,W
653,W
654,W
655,W
656,W
657,W
658,W
659,W
660,W
661,T
662,T
663,T
664,T
665,T
666,T
667,T
668,T
669,T
670,T
671,T
672,T
673,T
674,T
675,T
676,T
677,T
678,T
679,T
680,T
681,T
682,T
683,T
684,T
685,W
686,W
687,W
688,W
689,T
690,W
691,W
692,W
693,W
694,W
695,T
696,T
697,W
698,W
699,W
700,W
701,W
702,W
703,W
704,W
705,W
706,W
707,W
708,W
709,W
710,W
711,W
712,W
713,W
714,W
715,W
716,W
717,W
718,W
719,W
720,W
721,W
722,W
723,W
724,W
725,W
726,W
727,W
728,W
729,W
730,W
731,W
732,T
733,W
734,W
735,W
736,W
737,W
738,W
739,W
740,W
741,W
742,W
743,W
744,W
745,W
746,W
747,W
748,W
749,W
750,W
751,W
752,W
753,W
754,W
755,W
756,W
757,W
758,W
759,W
760,W
761,W
762,W
763,W
764,W
765,W
766,W
767,W
768,W
769,W
770,W
771,W
772,W
773,W
774,W
775,W
776,W
777,T
778,T
779,T
780,T
781,T
782,T
783,T
784,T
785,T
786,W
787,W
788,W
789,W
790,W
791,W
792,W
793,W
794,W
795,T
796,T
797,T
798,T
799,T
800,T
801,T
802,T
803,T
804,W
805,W
806,W
807,W
808,T
809,T
810,T
811,T
812,T
813,T
814,T
815,W
816,W
817,W
818,W
819,W
820,T
821,T
822,T
823,T
824,T
825,W
826,W
827,W
828,W
829,T
830,T
831,T
832,T
833,T
834,T
835,T
836,T
837,T
838,T
839,T
840,T
841,T
842,T
843,T
844,T
845,T
846,W
847,W
848,W
849,W
850,T
851,T
852,T
853,T
854,T
855,T
856,T
857,T
858,T
859,T
860,T
861,T
862,T
863,T
864,T
865,T
866,T
867,T
868,T
869,T
870,T
871,T
872,T
873,T
874,T
875,T
876,T
877,T
878,T
879,T
880,T
881,T
882,T
883,T
884,T
885,T
886,T
887,T
888,T
889,T
890,T
891,T
892,T
893,W
894,W
895,W
896,W
897,W
898,W
899,W
900,W
901,W
902,W
903,W
904,T
905,T
906,T
907,T
908,T
909,T
910,W
911,W
912,W
913,T
914,T
915,T
916,T
917,T
918,T
919,T
920,T
921,T
922,T
923,T
924,T
925,T
926,T
927,T
928,T
929,T
930,T
931,T
932,T
933,T
934,T
935,T
936,T
937,T
938,T
939,W
940,W
941,W
942,W
943,W
944,W
945,W
946,W
947,T
948,T
949,T
950,T
951,T
952,T
953,T
954,T
955,T
956,T
957,T
958,T
959,T
960,T
961,T
962,T
963,T
964,T
965,T
966,T
967,T
968,T
969,T
970,T
971,T
972,T
973,T
974,T
975,T
976,T
977,T
978,T
979,T
980,T
981,T
982,W
983,W
984,W
985,W
986,W
987,W
988,W
989,T
990,T
991,T
992,T
993,T
994,T
995,T
996,T
997,T
998,T
999,T
1000,T
1001,T
1002,T
1003,T
1004,T
1005,T
1006,T
1007,T
1008,T
1009,T
1010,T
1011,W
1012,W
1013,W
1014,W
1015,W
1016,W
1017,W
1018,T
1019,T
1020,T
1021,T
1022,T
1023,T
1024,T
1025,T
1026,T
1027,T
1028,T
1029,T
1030,T
1031,T
1032,W
1033,W
1034,W
1035,W
1036,W
1037,T
1038,T
1039,T
1040,T
1041,T
1042,T
1043,W
1044,W
1045,W
1046,W
1047,W
1048,W
1049,W
1050,W
1051,T
1052,T
1053,T
1054,W
1055,W
1056,W
1057,W
1058,W
1059,W
1060,W
1061,W
1062,W
1063,W
1064,W
1065,W
1066,W
1067,W
1068,W
1069,W
1070,W
1071,W
1072,W
1073,W
1074,W
1075,W
1076,W
1077,W
1078,W
1079,W
1080,W
1081,W
1082,W
1083,W
1084,W
1085,W
1086,W
1087,W
1088,W
1089,W
1090,W
1091,W
1092,T
1093,T
1094,T
1095,T
1096,T
1097,W
1098,W
1099,W
1100,W
1101,W
1102,W
1103,W
1104,W
1105,W
1106,W
1107,W
1108,W
1109,W
1110,W
1111,W
1112,T
1113,W
1114,W
1115,W
1116,W
1117,W
1118,W
1119,W
1120,T
1121,T
1122,T
1123,T
1124,T
1125,W
1126,W
1127,W
1128,W
1129,W
1130,W
1131,W
1132,W
1133,W
1134,W
1135,W
1136,W
1137,W
1138,W
1139,W
1140,W
1141,W
1142,W
1143,W
1144,W
1145,W
1146,W
1147,W
1148,W
1149,W
1150,W
1151,W
1152,W
1153,W
1154,W
1155,W
1156,W
1157,W
1158,W
1159,W
1160,W
1161,W
1162,W
1163,W
1164,W
1165,W
1166,W
1167,W
1168,W
1169,W
1170,W
1171,W
1172,W
1173,W
1174,W
1175,W
1176,W
1177,W
1178,W
1179,W
1180,W
1181,W
1182,W
1183,W
1184,W
1185,W
1186,W
1187,W
1188,W
1189,W
1190,W
1191,W
1192,W
1193,W
1194,W
1195,W
1196,W
1197,W
1198,W
1199,W
1200,W
1201,W
1202,W
1203,W
1204,T
1205,T
1206,W
1207,W
1208,W
1209,W
1210,W
1211,T
1212,T
1213,T
1214,T
1215,W
1216,W
1217,W
1218,W
1219,W
1220,W
1221,W
1222,W
1223,W
1224,W
1225,W
1226,W
1227,W
1228,W
1229,W
1230,W
1231,W
1232,W
1233,W
1234,W
1235,W
1236,W
1237,W
1238,W
1239,W
1240,W
1241,W
1242,W
1243,W
1244,W
1245,W
1246,W
1247,W
1248,W
1249,W
1250,W
1251,W
1252,W
1253,W
1254,W
1255,W
1256,W
1257,W
1258,W
1259,W
1260,W
1261,W
1262,W
1263,W
1264,W
1265,W
1266,W
1267,W
1268,W
1269,W
1270,W
1271,W
1272,W
1273,W
1274,W
1275,W
1276,W
1277,W
1278,W
1279,W
1280,W
1281,W
1282,W
1283,W
1284,W
1285,W
1286,W
1287,W
1288,W
1289,W
1290,W
1291,W
1292,W
1293,W
1294,W
1295,W
1296,W
1297,W
1298,W
1299,W
1300,W
1301,W
1302,W
1303,W
1304,W
1305,W
1306,W
1307,W
1308,W
1309,W
1310,W
1311,W
1312,W
1313,W
1314,W
1315,W
1316,W
1317,T
1318,T
1319,W
1320,W
1321,W
1322,W
1323,W
1324,W
1325,W
1326,W
1327,W
1328,W
1329,W
1330,W
1331,W
1332,W
1333,W
1334,W
1335,W
1336,W
1337,W
1338,W
1339,W
1340,W
1341,W
1342,W
1343,W
1344,W
1345,W
1346,W
1347,W
1348,W
1349,W
1350,W
1351,W
1352,W
1353,W
1354,W
1355,W
1356,W
1357,W
1358,W
1359,W
1360,W
1361,W
1362,W
1363,W
1364,W
1365,W
1366,W
1367,W
1368,W
1369,W
1370,W
1371,W
1372,W
1373,W
1374,W
1375,W
1376,W
1377,W
1378,W
1379,W
1380,W
1381,W
1382,W
1383,W
1384,W
1385,W
1386,W
1387,W
1388,W
1389,W
1390,W
1391,W
1392,W
1393,W
1394,W
1395,W
1396,W
1397,W
1398,W
1399,W
1400,W
1401,W
1402,W
1403,W
1404,W
1405,W
1406,W
1407,W
1408,W
1409,W
1410,W
1411,T
1412,T
1413,T
1414,T
1415,T
1416,T
1417,T
1418,T
1419,T
1420,T
1421,T
1422,W
1423,W
1424,W
1425,W
1426,W
1427,W
1428,W
1429,W
1430,T
1431,T
1432,T
1433,T
1434,T
1435,T
1436,T
1437,T
1438,T
1439,W
1440,W
1441,W
1442,T
1443,T
1444,T
1445,T
1446,T
1447,T
1448,T
1449,T
1450,T
1451,T
1452,T
1453,W
1454,W
1455,W
1456,T
1457,T
1458,T
1459,W
1460,W
1461,W
1462,W
1463,W
1464,W
1465,W
1466,T
1467,T
1468,T
1469,T
