,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.01,0.26,-0.07,12.81,-3.69,-26.19,9.30,-0.01,1.45,0.06,-0.64,0.16,0.75,600298
1,-0.01,0.26,-0.07,12.81,-3.69,-26.19,9.57,-0.17,1.29,0.06,-0.64,0.16,0.75,600338
2,-0.01,0.26,-0.07,12.81,-3.69,-26.19,9.61,-0.20,1.68,0.06,-0.64,0.16,0.75,600377
3,0.02,0.04,-0.10,12.81,-3.69,-26.19,9.61,-0.20,1.68,0.06,-0.64,0.16,0.75,600419
4,0.70,0.12,0.16,12.81,-3.69,-26.19,9.61,-0.20,1.68,0.06,-0.64,0.16,0.75,600459
5,0.70,0.12,0.16,12.81,-3.69,-26.19,8.69,0.33,3.05,0.06,-0.64,0.16,0.75,600499
6,0.70,0.12,0.16,12.81,-3.69,-26.19,8.80,-0.01,2.56,0.06,-0.64,0.16,0.75,600539
7,0.70,0.12,0.16,12.81,-3.69,-26.19,10.30,-0.13,1.60,0.06,-0.64,0.16,0.75,600577
8,0.02,-0.16,0.11,12.81,-3.69,-26.19,10.30,-0.13,1.60,0.06,-0.64,0.16,0.75,600617
9,-0.36,-0.11,-0.11,12.81,-3.69,-26.19,10.30,-0.13,1.60,0.06,-0.64,0.16,0.75,600658
10,-0.36,-0.11,-0.11,12.81,-3.69,-26.19,10.14,-0.28,0.53,0.06,-0.64,0.16,0.75,600700
11,-0.36,-0.11,-0.11,12.81,-3.69,-26.19,9.88,-0.32,1.33,0.06,-0.64,0.16,0.75,600741
12,-0.36,-0.11,-0.11,12.81,-3.69,-26.19,9.30,-0.09,1.37,0.06,-0.64,0.16,0.75,600781
13,-0.36,-0.11,-0.11,10.19,-4.38,-25.38,9.30,-0.09,1.37,0.06,-0.64,0.16,0.75,600823
14,-0.14,0.09,0.11,10.19,-4.38,-25.38,9.30,-0.09,1.37,0.06,-0.64,0.16,0.75,600864
15,-0.07,0.02,0.01,10.19,-4.38,-25.38,9.30,-0.09,1.37,0.06,-0.64,0.16,0.75,600904
16,-0.07,0.02,0.01,10.19,-4.38,-25.38,9.38,-0.63,1.68,0.06,-0.64,0.16,0.75,600946
17,-0.07,0.02,0.01,10.19,-4.38,-25.38,9.26,0.41,2.48,0.06,-0.64,0.16,0.75,600986
18,-0.07,0.02,0.01,10.19,-4.38,-25.38,9.84,-0.01,2.98,0.06,-0.64,0.16,0.75,601024
19,-0.78,0.19,0.09,10.19,-4.38,-25.38,9.84,-0.01,2.98,0.06,-0.64,0.16,0.75,601065
20,-0.78,0.19,0.09,10.19,-4.38,-25.38,9.03,-0.36,-0.13,0.06,-0.64,0.16,0.75,601106
21,-0.19,-0.01,0.12,10.19,-4.38,-25.38,9.03,-0.36,-0.13,0.06,-0.64,0.16,0.75,601147
22,-0.19,-0.01,0.12,10.19,-4.38,-25.38,9.57,-0.43,1.45,0.06,-0.64,0.16,0.75,601188
23,-0.19,-0.01,0.12,10.19,-4.38,-25.38,8.42,-0.17,2.14,0.06,-0.64,0.16,0.75,601227
24,-0.29,0.11,-0.22,10.19,-4.38,-25.38,8.42,-0.17,2.14,0.06,-0.64,0.16,0.75,601268
25,0.14,0.10,0.24,10.19,-4.38,-25.38,8.42,-0.17,2.14,0.06,-0.64,0.16,0.75,601308
26,0.14,0.10,0.24,10.19,-4.38,-25.38,8.65,-0.01,2.21,0.06,-0.64,0.16,0.75,601348
27,0.14,0.10,0.24,10.19,-4.38,-25.38,8.77,-0.17,2.37,0.06,-0.64,0.16,0.75,601389
28,0.14,0.10,0.24,10.19,-4.38,-25.38,10.22,-0.43,1.25,0.06,-0.64,0.16,0.75,601426
29,0.18,-0.23,0.33,10.19,-4.38,-25.38,10.22,-0.43,1.25,0.06,-0.64,0.16,0.75,601466
30,0.18,-0.23,0.33,10.19,-4.38,-25.38,8.84,-0.51,2.18,0.06,-0.64,0.16,0.75,601508
31,0.13,-0.17,-0.08,10.19,-4.38,-25.38,8.84,-0.51,2.18,0.06,-0.64,0.16,0.75,601548
32,0.13,-0.17,-0.08,10.19,-4.38,-25.38,9.72,-0.28,2.18,0.06,-0.64,0.16,0.75,601588
33,0.13,-0.17,-0.08,10.19,-4.38,-25.38,10.18,-0.51,1.52,0.06,-0.64,0.16,0.75,601627
34,0.14,0.07,0.16,10.19,-4.38,-25.38,10.18,-0.51,1.52,0.06,-0.64,0.16,0.75,601669
35,-0.07,0.03,-0.05,10.19,-4.38,-25.38,10.18,-0.51,1.52,0.06,-0.64,0.16,0.75,601709
36,-0.07,0.03,-0.05,10.19,-4.38,-25.38,9.68,-0.70,1.95,0.06,-0.64,0.16,0.75,601750
37,-0.07,0.03,-0.05,10.19,-4.38,-25.38,9.03,-0.59,1.98,0.06,-0.64,0.16,0.75,601791
38,-0.07,0.03,-0.05,10.19,-4.38,-25.38,9.57,-0.55,2.10,0.06,-0.64,0.16,0.75,601830
39,-0.07,0.03,-0.05,17.31,5.38,-16.50,9.57,-0.55,2.10,0.06,-0.64,0.16,0.75,601869
40,-0.15,0.08,-0.03,17.31,5.38,-16.50,9.57,-0.55,2.10,0.06,-0.64,0.16,0.75,601909
41,-0.15,0.08,-0.03,17.31,5.38,-16.50,9.45,-0.55,1.83,0.06,-0.64,0.16,0.75,601950
42,-0.15,0.08,-0.03,17.31,5.38,-16.50,9.26,-0.55,2.10,0.06,-0.64,0.16,0.75,601990
43,-0.15,0.08,-0.03,17.31,5.38,-16.50,9.15,-0.51,2.10,0.06,-0.64,0.16,0.75,602028
44,-0.07,0.01,-0.01,17.31,5.38,-16.50,9.15,-0.51,2.10,0.06,-0.64,0.16,0.75,602067
45,-0.07,0.01,-0.01,17.31,5.38,-16.50,9.49,-0.66,2.25,0.06,-0.64,0.16,0.75,602108
46,-0.13,0.05,-0.02,17.31,5.38,-16.50,9.49,-0.66,2.25,0.06,-0.64,0.16,0.75,602148
47,-0.13,0.05,-0.02,17.31,5.38,-16.50,9.49,-0.63,1.95,0.06,-0.64,0.16,0.75,602188
48,-0.13,0.05,-0.02,17.31,5.38,-16.50,9.41,-0.66,2.18,0.06,-0.64,0.16,0.75,602227
49,-0.01,0.02,0.02,17.31,5.38,-16.50,9.41,-0.66,2.18,0.06,-0.64,0.16,0.75,602267
50,-0.11,-0.01,0.06,17.31,5.38,-16.50,9.41,-0.66,2.18,0.06,-0.64,0.16,0.75,602307
51,-0.11,-0.01,0.06,17.31,5.38,-16.50,9.30,-0.78,1.87,0.06,-0.64,0.16,0.75,602348
52,-0.11,-0.01,0.06,17.31,5.38,-16.50,9.38,-0.78,2.06,0.06,-0.64,0.16,0.75,602388
53,-0.11,-0.01,0.06,17.31,5.38,-16.50,9.26,-0.63,2.18,0.06,-0.64,0.16,0.75,602427
54,-0.05,0.05,-0.02,17.31,5.38,-16.50,9.26,-0.63,2.18,0.06,-0.64,0.16,0.75,602467
55,-0.05,0.05,-0.02,17.31,5.38,-16.50,9.30,-0.82,2.25,0.06,-0.64,0.16,0.75,602508
56,-0.05,0.05,-0.02,17.31,5.38,-16.50,9.34,-0.78,2.06,0.06,-0.64,0.16,0.75,602548
57,-0.05,0.05,-0.02,17.31,5.38,-16.50,9.30,-0.74,2.29,0.06,-0.64,0.16,0.75,602588
58,-0.05,0.05,-0.02,17.31,5.38,-16.50,9.38,-0.74,2.10,0.06,-0.64,0.16,0.75,602627
