,0
0,T
1,T
2,T
3,T
4,T
5,T
6,T
7,T
8,T
9,T
10,T
11,T
12,T
13,T
14,T
15,T
16,T
17,T
18,T
19,T
20,W
21,W
22,W
23,W
24,W
25,W
26,W
27,W
28,W
29,W
30,W
31,W
32,W
33,W
34,T
35,T
36,T
37,W
38,W
39,W
40,W
41,W
42,W
43,W
44,T
45,T
46,T
47,T
48,T
49,T
50,T
51,T
52,W
53,W
54,W
55,W
56,W
57,T
58,T
59,T
60,T
61,T
62,T
63,T
64,W
65,W
66,W
67,W
68,W
69,W
70,W
71,W
72,W
73,W
74,W
75,W
76,W
77,W
78,W
79,W
80,W
81,W
82,W
83,W
84,W
85,W
86,W
87,W
88,W
89,W
90,W
91,W
92,W
93,W
94,W
95,W
96,T
97,W
98,W
99,W
100,W
101,W
102,W
103,W
104,W
105,W
106,W
107,W
108,W
109,W
110,W
111,W
112,W
113,W
114,W
115,W
116,T
117,T
118,T
119,T
120,T
121,T
122,T
123,T
124,T
125,T
126,T
127,T
128,T
129,T
130,T
131,T
132,T
133,W
134,W
135,W
136,W
137,W
138,W
139,W
140,T
141,T
142,T
143,T
144,W
145,W
146,W
147,W
148,W
149,T
150,T
151,T
152,T
